dataset,class,filename,path,width,height,brightness,contrast,blur_score,overexposed_percent,dark_percent,hash,flags
train,vitamin_d_deficiency,aug_0_3233.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3233.jpg,224,224,184.17,79.27,391.25,26.83,10.83,63f3f86b528648e7072c96cfc6cd8857,OK
train,vitamin_d_deficiency,aug_0_3259.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3259.jpg,224,224,195.07,48.27,116.62,4.43,0.01,5013b87ab8df3586d9d47899012a85a3,OK
train,vitamin_d_deficiency,aug_0_3309.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3309.jpg,224,224,163.19,52.81,240.77,1.08,0.0,583827c6813e41788c8295d50761cca2,OK
train,vitamin_d_deficiency,aug_0_331.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_331.jpg,224,224,169.33,61.84,33.86,2.61,0.36,70ab8e9497c686a6152b117515765d14,BLURRY
train,vitamin_d_deficiency,aug_0_3487.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3487.jpg,224,224,194.12,70.12,360.17,33.85,4.63,8286786311553a9915e0309e0349115b,OK
train,vitamin_d_deficiency,aug_0_3499.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3499.jpg,224,224,147.98,73.99,43.5,2.17,3.02,10490acaec45dd8d41daba79db9ceffa,BLURRY
train,vitamin_d_deficiency,aug_0_3572.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3572.jpg,224,224,200.09,63.69,54.2,43.2,0.0,8b1223bffe349702515144ad915e712b,OK
train,vitamin_d_deficiency,aug_0_3596.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3596.jpg,224,224,132.16,69.6,15.55,15.55,0.0,86c8bd51a6656e2f090d4d798481f944,BLURRY
train,vitamin_d_deficiency,aug_0_3955.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_3955.jpg,224,224,187.04,56.75,427.16,11.65,0.0,27e4c9f47b63cf9f259393aff2f9b53e,OK
train,vitamin_d_deficiency,aug_0_4111.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4111.jpg,224,224,67.54,57.68,78.55,0.86,2.81,8126c4afac26f822bd602953f36903dd,OK
train,vitamin_d_deficiency,aug_0_4136.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4136.jpg,224,224,220.13,52.57,69.09,55.05,0.01,f1bf398fe3171ed6f29f409068954d39,VERY_BRIGHT
train,vitamin_d_deficiency,aug_0_4193.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4193.jpg,224,224,164.88,63.95,294.67,19.89,0.0,fed30c4d13ee4aab2b43770138ee4669,OK
train,vitamin_d_deficiency,aug_0_421.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_421.jpg,224,224,196.48,58.6,973.46,31.58,0.4,175201a6ba444eb7c67159e306fe0e77,OK
train,vitamin_d_deficiency,aug_0_4216.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4216.jpg,224,224,167.88,62.99,798.1,12.01,1.48,db90a75589d247f6c341d4dbc2287680,OK
train,vitamin_d_deficiency,aug_0_4276.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4276.jpg,224,224,193.84,60.81,111.3,31.14,0.25,0acfa288a2d2a0a09e55b0fd16ff13f6,OK
train,vitamin_d_deficiency,aug_0_4296.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4296.jpg,224,224,169.5,76.02,223.3,33.34,1.15,b3651fc4e9daca4f00c2757406cfbb63,OK
train,vitamin_d_deficiency,aug_0_4309.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4309.jpg,224,224,209.32,60.68,207.26,52.74,0.04,aaeb1ba3b589eb8c5921c203b728956f,OK
train,vitamin_d_deficiency,aug_0_4393.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4393.jpg,224,224,170.72,64.96,304.99,23.54,0.0,c1476a16301269a2a6db9610dbf0ba4e,OK
train,vitamin_d_deficiency,aug_0_4466.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4466.jpg,224,224,153.49,71.53,181.62,12.19,2.62,89a27671d5a6c50f819e5230dc2149c9,OK
train,vitamin_d_deficiency,aug_0_4469.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4469.jpg,224,224,158.21,60.59,145.94,3.67,0.09,eed9fc6aaea7a4bef6ed58dc9c3549cd,OK
train,vitamin_d_deficiency,aug_0_4489.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4489.jpg,224,224,184.99,49.52,123.03,3.67,0.0,954c4ac5138ec9eed78afa0da8b58466,OK
train,vitamin_d_deficiency,aug_0_4494.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4494.jpg,224,224,121.12,60.25,83.55,5.42,0.15,60a5ea1a5fb2bd5e4c4a1c7849c2cf3a,OK
train,vitamin_d_deficiency,aug_0_4497.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4497.jpg,224,224,166.4,76.67,187.95,23.62,2.92,0d070294d24deba3a96f206a6b8ccf1e,OK
train,vitamin_d_deficiency,aug_0_4601.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4601.jpg,224,224,168.76,46.63,148.12,2.15,0.05,7beebf2a856533b612b22523cc79d69d,OK
train,vitamin_d_deficiency,aug_0_4623.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4623.jpg,224,224,119.55,66.5,122.4,8.15,2.43,efb177da05ac65b899825ebcc9faaf6d,OK
train,vitamin_d_deficiency,aug_0_4668.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4668.jpg,224,224,162.36,49.18,132.33,2.19,0.16,f3f35b74a825e48d2b626046a382359a,OK
train,vitamin_d_deficiency,aug_0_4794.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4794.jpg,224,224,230.08,39.56,48.94,63.78,0.0,6c1435672a000b3c96e30488d18b42f2,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_4866.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4866.jpg,224,224,198.14,81.64,565.2,48.16,10.43,f4fe453580a6e3bac0877f2f7ed977b9,OK
train,vitamin_d_deficiency,aug_0_4879.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4879.jpg,224,224,126.24,79.07,105.32,8.49,13.5,38a87fa64608b4eb4e6efe34b70e82ca,OK
train,vitamin_d_deficiency,aug_0_4924.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_4924.jpg,224,224,206.08,55.89,82.85,40.77,0.12,f1ef9da0ed3a568132c87e23be3a8219,OK
train,vitamin_d_deficiency,aug_0_5120.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5120.jpg,224,224,171.03,51.44,116.05,15.18,0.0,e0efac51bd8a4d206c768440139c6590,OK
train,vitamin_d_deficiency,aug_0_5280.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5280.jpg,224,224,178.19,42.62,96.46,0.05,0.05,859443ca95f09ee9f00896d71758f0d7,OK
train,vitamin_d_deficiency,aug_0_5327.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5327.jpg,224,224,115.48,80.33,86.8,7.07,9.93,62338101f3090869b5bb014d05e64ae8,OK
train,vitamin_d_deficiency,aug_0_5421.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5421.jpg,224,224,143.13,70.47,72.42,7.97,0.09,2fb31fb71f3c0a23af547835008d00ca,OK
train,vitamin_d_deficiency,aug_0_5587.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5587.jpg,224,224,165.7,76.0,272.35,30.92,1.48,4f1cf16153eaf941f923ee926dc73c0d,OK
train,vitamin_d_deficiency,aug_0_5595.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5595.jpg,224,224,192.73,59.6,98.51,32.18,0.18,40a8b1e88e76eb692ba9cd4182a2fcd7,OK
train,vitamin_d_deficiency,aug_0_5610.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5610.jpg,224,224,179.57,61.01,178.05,20.26,0.08,cd3d1a85e7d6723f332c1bdc924ce6c7,OK
train,vitamin_d_deficiency,aug_0_5725.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5725.jpg,224,224,183.73,64.97,104.64,21.83,0.01,3695b68ce5ba3ed53dc0bb08a1613e50,OK
train,vitamin_d_deficiency,aug_0_5855.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5855.jpg,224,224,168.88,60.73,49.92,2.11,0.14,31ede1d909529e32d399f450a82d49fe,BLURRY
train,vitamin_d_deficiency,aug_0_5860.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5860.jpg,224,224,203.18,63.53,129.4,48.52,0.03,dc6c9b913d0576494dc0df08011243f7,OK
train,vitamin_d_deficiency,aug_0_5899.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5899.jpg,224,224,177.63,46.64,108.68,2.42,0.0,df80adf9c1412ef5c70966238c1e2c78,OK
train,vitamin_d_deficiency,aug_0_5918.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5918.jpg,224,224,167.55,66.66,102.65,11.96,1.29,eb120b9620360aaa74e29a22bd1645b7,OK
train,vitamin_d_deficiency,aug_0_5999.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_5999.jpg,224,224,174.34,66.75,171.44,20.5,0.13,a82e9dbf468b1ff59915e6e4e4e00bbd,OK
train,vitamin_d_deficiency,aug_0_6040.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6040.jpg,224,224,167.08,50.8,125.19,11.97,0.0,119ece9970d000b7541d7012965f7230,OK
train,vitamin_d_deficiency,aug_0_6146.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6146.jpg,224,224,190.38,49.28,95.52,3.42,0.0,c0d581ef106df69533c65a8057838cb4,OK
train,vitamin_d_deficiency,aug_0_643.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_643.jpg,224,224,170.37,64.26,39.02,2.58,1.46,ed74d3ad1f63361428e64a97289fe5cc,BLURRY
train,vitamin_d_deficiency,aug_0_6444.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6444.jpg,224,224,159.79,52.66,268.64,0.69,0.0,a2fd329d7b8a449cbd046ca2056714ed,OK
train,vitamin_d_deficiency,aug_0_647.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_647.jpg,224,224,169.33,75.46,223.07,31.84,1.33,1304d007546661d88edfd5fd2f222c3a,OK
train,vitamin_d_deficiency,aug_0_6474.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6474.jpg,224,224,178.87,87.07,423.45,31.51,14.45,b346828fb7fa08c1b01d7dc7a72be555,OK
train,vitamin_d_deficiency,aug_0_649.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_649.jpg,224,224,190.66,66.74,125.96,32.11,0.29,0b7806245f8de385a9771549bc08f01c,OK
train,vitamin_d_deficiency,aug_0_6522.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6522.jpg,224,224,166.94,68.56,60.54,4.96,6.13,b6254e8c0bad9c06ae1e15d5970fabda,OK
train,vitamin_d_deficiency,aug_0_662.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_662.jpg,224,224,122.34,85.2,106.78,14.39,2.24,5fe3f5e09ea99b242803487e5fbc4c9e,OK
train,vitamin_d_deficiency,aug_0_6704.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6704.jpg,224,224,168.01,55.9,271.25,8.54,0.01,ddf7b730d5a57fd39668a4cd46cec866,OK
train,vitamin_d_deficiency,aug_0_6774.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6774.jpg,224,224,136.34,70.59,101.82,7.49,0.11,f10332bcba4d1e5bb04276830f86e739,OK
train,vitamin_d_deficiency,aug_0_682.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_682.jpg,224,224,132.65,79.43,74.38,2.76,12.97,ee22594bc2c1b396cc37f784de3c14b7,OK
train,vitamin_d_deficiency,aug_0_6949.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_6949.jpg,224,224,219.97,57.15,533.38,56.72,1.99,bfc9c6b83b43fbcdad715c44278d42f1,OK
train,vitamin_d_deficiency,aug_0_706.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_706.jpg,224,224,146.66,79.16,64.59,3.37,11.17,338d7bebf93e79257b7b9c207edeeb54,OK
train,vitamin_d_deficiency,aug_0_7076.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7076.jpg,224,224,242.94,35.2,76.58,84.65,0.0,1bf407bfa5550ec9720a28e578e00bfb,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_7105.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7105.jpg,224,224,237.89,39.84,66.93,79.13,0.0,78b489804233bd35cc25d23af4c854d1,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_7128.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7128.jpg,224,224,239.25,29.6,47.63,71.06,0.0,78c730afe63ac4b7ba451e52bb8a524e,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_7137.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7137.jpg,224,224,192.71,48.62,132.88,5.46,0.05,2f24105a5a9af46ff1594c6e372d106a,OK
train,vitamin_d_deficiency,aug_0_7232.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7232.jpg,224,224,174.2,48.81,110.26,3.54,0.01,e3edbb457f5a892591fc67461eec8846,OK
train,vitamin_d_deficiency,aug_0_728.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_728.jpg,224,224,224.75,49.93,69.73,59.76,0.0,9c8298f27e5048c0d10a17ab03230dc9,VERY_BRIGHT
train,vitamin_d_deficiency,aug_0_7454.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7454.jpg,224,224,182.27,63.28,48.75,26.07,0.0,8a28e8891e3790effe52abdf16693d14,BLURRY
train,vitamin_d_deficiency,aug_0_7736.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7736.jpg,224,224,176.38,54.13,301.6,10.36,0.0,a79a869fbb3430362d69b30221642076,OK
train,vitamin_d_deficiency,aug_0_7809.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7809.jpg,224,224,125.98,68.5,73.17,6.09,0.12,66e6f95c20f0a3259c59ff8ed9b73c73,OK
train,vitamin_d_deficiency,aug_0_7857.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_7857.jpg,224,224,179.89,50.98,87.97,0.68,0.16,e451a74e322cd0a8e1cbcdc7a49138b8,OK
train,vitamin_d_deficiency,aug_0_79.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_79.jpg,224,224,165.38,46.85,141.35,2.38,0.07,e4eaa1dba03ec7f625bae611145a7f28,OK
train,vitamin_d_deficiency,aug_0_8074.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8074.jpg,224,224,162.7,66.68,75.59,9.23,1.77,deb561117abecf59d2f6558c40893d03,OK
train,vitamin_d_deficiency,aug_0_8200.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8200.jpg,224,224,230.44,39.12,54.17,64.25,0.0,e0b61958e0c0af8f828d8f2c878572db,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_8210.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8210.jpg,224,224,131.05,71.74,141.09,13.56,4.29,20838d61695ad413f1a841f198c0088a,OK
train,vitamin_d_deficiency,aug_0_8255.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8255.jpg,224,224,74.93,65.02,64.69,0.88,3.2,7e83df0d0bda94068476b3800e082e86,OK
train,vitamin_d_deficiency,aug_0_8383.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8383.jpg,224,224,238.7,38.72,69.28,80.53,0.0,699963d3f023b378e66709399cbd407d,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_8393.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8393.jpg,224,224,125.93,81.53,60.63,8.62,9.61,18dae2f5798923e7ab86da1389028c0a,OK
train,vitamin_d_deficiency,aug_0_8399.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8399.jpg,224,224,174.47,71.37,109.17,22.17,1.99,e6adc8b1c6b53f8729e7ce4b3d587bd0,OK
train,vitamin_d_deficiency,aug_0_8471.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8471.jpg,224,224,159.67,75.21,227.76,26.3,1.21,aaa0746614bffe17048d835ef89346b3,OK
train,vitamin_d_deficiency,aug_0_8582.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8582.jpg,224,224,177.59,41.81,86.73,0.03,0.08,a03b2e3ffa19b1636237d42957c9c6fe,OK
train,vitamin_d_deficiency,aug_0_8608.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8608.jpg,224,224,178.78,62.97,148.19,17.59,0.02,4aa35c3f102dbc6517a846dca117a97e,OK
train,vitamin_d_deficiency,aug_0_8634.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8634.jpg,224,224,223.57,50.55,65.72,58.2,0.04,acbe340e6bd0498b67b985609f29345b,VERY_BRIGHT
train,vitamin_d_deficiency,aug_0_8665.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8665.jpg,224,224,171.52,54.38,279.77,11.8,0.13,805ef47b44cb34df4ce2bdd5150ca563,OK
train,vitamin_d_deficiency,aug_0_8669.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8669.jpg,224,224,163.65,57.88,161.49,8.75,0.1,b154c6404aed4f5322539e295b373564,OK
train,vitamin_d_deficiency,aug_0_875.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_875.jpg,224,224,206.1,59.7,73.43,42.65,0.01,95b7c89e8277315b01bfa1103a631927,OK
train,vitamin_d_deficiency,aug_0_8750.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8750.jpg,224,224,215.93,53.09,88.52,52.22,0.14,4d676cb6cfc0ff1499bf2e97dc1ecfa0,OK
train,vitamin_d_deficiency,aug_0_8931.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8931.jpg,224,224,146.88,78.27,62.85,3.33,11.02,fd0c17717d1418e70a4d801b54fc9446,OK
train,vitamin_d_deficiency,aug_0_8970.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_8970.jpg,224,224,165.93,54.93,263.59,14.32,0.36,800559be246bd88d3be80a33803cef21,OK
train,vitamin_d_deficiency,aug_0_908.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_908.jpg,224,224,163.38,49.4,80.74,9.02,0.0,a9644e3529c5ec57b27ee4c372fbb2a3,OK
train,vitamin_d_deficiency,aug_0_9090.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9090.jpg,224,224,161.57,52.33,249.43,7.41,0.14,bbf990e6ea2999765039917fb4ea1913,OK
train,vitamin_d_deficiency,aug_0_9258.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9258.jpg,224,224,223.59,51.41,87.0,60.1,0.03,9a2c370a8dc6ca9df3a98271f155f5ca,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_9445.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9445.jpg,224,224,212.3,56.06,79.45,46.85,0.04,0f4311086da80829cd25bcf6ca1a1a41,OK
train,vitamin_d_deficiency,aug_0_9643.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9643.jpg,224,224,229.65,39.79,54.63,62.97,0.0,67f0d72624fc29c89e01d724f30b682b,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_9679.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9679.jpg,224,224,209.45,61.71,107.66,51.97,0.06,4d0f47a212c9e6e5a3f93b9604fdfbba,OK
train,vitamin_d_deficiency,aug_0_9824.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9824.jpg,224,224,228.76,46.03,65.89,63.08,0.0,c7101988fdca9a73aa60cae7b60f4e8b,VERY_BRIGHT|OVEREXPOSED
train,vitamin_d_deficiency,aug_0_9868.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_d_deficiency\aug_0_9868.jpg,224,224,193.93,48.53,91.19,23.58,0.0,0d54bec8a2f8e9673a49134d58dd7042,OK
validate,healthy_nails,000003.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\000003.jpg,224,224,220.09,28.19,87.4,21.89,0.0,94459fbe599c28108aaee4c0272c5802,VERY_BRIGHT
validate,healthy_nails,000009.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\000009.jpg,224,224,169.69,57.9,113.79,5.43,0.0,1d814843e6dd9e133b3436c349d00449,OK
validate,healthy_nails,000019.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\000019.jpg,224,224,179.0,49.58,133.27,7.83,0.0,1186d70ffbf48ad15d2f6a2dbb3e6ce4,OK
validate,healthy_nails,000033.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\000033.jpg,224,224,232.72,29.6,97.44,51.88,0.0,048288ee98d41243a2ba547abd118d76,VERY_BRIGHT
validate,healthy_nails,000046.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\000046.jpg,224,224,179.88,60.75,351.42,17.82,0.04,a545c4aff680ddd78ea7302807bfd94d,OK
validate,healthy_nails,aug_0_185.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\aug_0_185.jpg,224,224,233.42,37.68,85.73,64.34,0.0,4661d6fb06470cc63d4a8dc199258934,VERY_BRIGHT|OVEREXPOSED
validate,healthy_nails,aug_0_2124.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\aug_0_2124.jpg,224,224,200.19,48.17,89.97,21.91,0.0,424417f97c1a5ba9372abd9a9849cc14,OK
validate,healthy_nails,aug_0_2442.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\validate\healthy_nails\aug_0_2442.jpg,224,224,147.78,50.54,255.21,3.53,0.0,da5d4d469b06a8f704416e035bfab8f5,OK
